期号,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2
22108,2022/9/19,4,7,13,26,28,7,11
22109,2022/9/21,5,9,24,29,35,5,12
22110,2022/9/24,2,13,16,18,23,3,6
22111,2022/9/26,6,12,16,19,31,6,10
22112,2022/9/28,4,11,18,20,26,6,12
22113,2022/10/5,13,15,22,31,33,5,12
22114,2022/10/8,11,21,24,27,28,5,10
22115,2022/10/10,17,19,20,23,27,3,8
22116,2022/10/12,1,7,20,22,31,7,12
22117,2022/10/15,9,12,15,21,32,2,7
22118,2022/10/17,2,5,15,17,26,2,8
22119,2022/10/19,1,9,16,25,29,4,9
22120,2022/10/22,11,22,26,30,33,3,5
22121,2022/10/24,4,15,16,20,21,4,5
22122,2022/10/26,4,15,17,19,25,6,12
22123,2022/10/29,2,20,28,29,30,7,10
22124,2022/10/31,2,4,11,25,30,6,12
22125,2022/11/2,3,7,14,16,19,1,11
22126,2022/11/5,4,5,8,22,35,1,3
22127,2022/11/7,2,3,8,9,20,4,10
22128,2022/11/9,10,19,21,23,35,4,10
22129,2022/11/12,10,17,23,34,35,1,4
22130,2022/11/14,5,7,15,18,23,5,10
22131,2022/11/16,2,6,8,10,17,5,6
22132,2022/11/19,2,27,30,34,35,9,12
22133,2022/11/21,1,2,14,30,31,6,9
22134,2022/11/23,3,16,23,27,32,3,6
22135,2022/11/26,9,10,27,31,32,1,3
22136,2022/11/28,1,11,15,17,33,3,11
22137,2022/11/30,5,6,8,15,20,7,8
22138,2022/12/3,5,13,16,27,33,7,12
22139,2022/12/5,1,13,14,22,35,2,5
22140,2022/12/7,5,15,25,26,29,4,12
22141,2022/12/10,5,6,14,24,25,2,4
22142,2022/12/12,7,12,14,29,35,1,11
22143,2022/12/14,10,13,14,27,33,7,8
22144,2022/12/17,3,4,8,15,21,4,7
22145,2022/12/19,10,20,29,30,35,6,9
22146,2022/12/21,1,21,23,28,35,7,9
22147,2022/12/24,4,12,22,28,30,9,11
22148,2022/12/26,4,5,6,26,27,7,12
22149,2022/12/28,15,19,22,26,28,2,7
22150,2022/12/31,6,7,26,29,30,3,12
23001,2023/1/2,18,19,24,27,34,11,12
23002,2023/1/4,11,14,21,26,27,2,7
23003,2023/1/7,5,6,14,21,22,2,9
23004,2023/1/9,4,13,15,20,22,4,8
23005,2023/1/11,1,3,10,20,29,6,11
23006,2023/1/14,2,4,12,27,35,6,7
23007,2023/1/16,2,3,24,30,32,1,6
23008,2023/1/18,4,9,17,22,25,1,5
23009,2023/1/30,1,5,11,15,33,1,10
23010,2023/2/1,5,6,13,23,26,1,6
23011,2023/2/4,2,7,8,17,25,1,3
23012,2023/2/6,7,16,17,18,28,2,3
23013,2023/2/8,1,2,9,23,25,2,6
23014,2023/2/11,3,8,18,22,24,1,9
23015,2023/2/13,8,16,24,25,34,8,12
23016,2023/2/15,2,4,12,31,32,7,11
23017,2023/2/18,2,5,9,22,27,10,11
23018,2023/2/20,4,8,17,26,30,3,11
23019,2023/2/22,5,8,9,11,15,6,8
23020,2023/2/25,5,6,23,25,28,6,9
23021,2023/2/27,2,9,18,23,27,3,5
23022,2023/3/1,7,11,15,26,28,8,10
23023,2023/3/4,9,21,23,25,33,3,10
23024,2023/3/6,11,15,24,27,30,1,10
23025,2023/3/8,3,9,27,30,31,11,12
23026,2023/3/11,2,13,24,27,30,1,6
23027,2023/3/13,9,10,12,15,23,3,6
23028,2023/3/15,1,3,29,30,34,4,12
23029,2023/3/18,7,25,27,34,35,9,11
23030,2023/3/20,6,11,12,20,35,5,12
23031,2023/3/22,5,7,8,16,25,3,11
23032,2023/3/25,5,6,18,28,30,2,7
23033,2023/3/27,4,6,10,11,25,7,9
23034,2023/3/29,7,9,10,15,24,4,12
23035,2023/4/1,7,14,23,25,29,2,11
23036,2023/4/3,1,13,22,26,31,2,10
23037,2023/4/5,6,8,16,20,24,7,8
23038,2023/4/8,4,10,18,27,32,10,12
23039,2023/4/10,2,24,26,30,34,6,7
23040,2023/4/12,4,5,18,22,30,5,12
23041,2023/4/15,5,8,13,26,35,5,9
23042,2023/4/17,2,16,21,23,27,1,8
23043,2023/4/19,2,4,17,20,27,1,8
23044,2023/4/22,2,6,7,8,15,7,10
23045,2023/4/24,7,10,13,28,31,4,5
23046,2023/4/26,13,21,25,28,32,2,10
23047,2023/4/29,10,12,13,24,25,11,12
23048,2023/5/1,7,13,16,25,32,9,11
23049,2023/5/3,3,17,22,26,28,7,12
23050,2023/5/6,8,9,14,25,29,4,6
23051,2023/5/8,3,11,19,29,33,3,12
23052,2023/5/10,2,8,11,30,33,5,8
23053,2023/5/13,1,3,11,14,20,2,11
23054,2023/5/15,19,25,30,31,34,7,9
23055,2023/5/17,6,8,12,13,15,1,6
23056,2023/5/20,13,22,24,33,34,1,2
23057,2023/5/22,1,5,6,19,24,5,11
23058,2023/5/24,19,22,29,32,35,5,8
23059,2023/5/27,9,13,23,25,28,4,7
23060,2023/5/29,2,7,19,24,30,9,12
23061,2023/5/31,7,11,21,30,32,5,7
23062,2023/6/3,6,8,22,24,30,1,8
23063,2023/6/5,4,18,29,31,34,6,9
23064,2023/6/7,2,6,9,31,32,3,7
23065,2023/6/10,8,14,16,21,25,3,12
23066,2023/6/12,6,11,13,30,32,1,3
23067,2023/6/14,2,28,30,33,35,2,10
23068,2023/6/17,21,22,24,27,31,7,8
23069,2023/6/19,8,20,21,25,32,5,7
23070,2023/6/21,10,26,29,32,33,3,11
23071,2023/6/24,2,11,12,32,34,10,12
23072,2023/6/26,5,6,9,11,14,2,4
23073,2023/6/28,15,25,28,30,35,8,10
23074,2023/7/1,3,13,22,29,34,2,9
23075,2023/7/3,7,17,20,23,32,5,11
23076,2023/7/5,8,9,11,26,34,2,7
23077,2023/7/8,5,16,18,26,35,3,6
23078,2023/7/10,2,3,6,26,27,7,8
23079,2023/7/12,6,8,26,29,34,5,8
23080,2023/7/15,1,2,9,16,30,1,11
23081,2023/7/17,5,6,23,28,35,7,10
23082,2023/7/19,2,8,9,15,20,3,9
23083,2023/7/22,13,15,21,25,32,9,10
23084,2023/7/24,3,5,8,24,32,7,8
23085,2023/7/26,11,12,26,31,35,5,7
23086,2023/7/29,3,11,15,20,35,7,11
23087,2023/7/31,3,4,16,19,24,4,5
23088,2023/8/2,8,14,16,22,24,9,12
23089,2023/8/5,3,12,20,26,35,2,12
23090,2023/8/7,8,11,12,19,35,11,12
23091,2023/8/9,6,16,18,28,29,7,11
23092,2023/8/12,3,16,21,26,32,3,12
23093,2023/8/14,11,14,17,19,21,1,5
23094,2023/8/16,12,19,22,28,32,8,12
23095,2023/8/19,8,19,28,32,34,3,7
23096,2023/8/21,6,7,14,21,31,3,10
23097,2023/8/23,6,7,18,20,22,3,9
23098,2023/8/26,2,7,15,30,34,5,9
23099,2023/8/28,9,11,13,22,23,6,7
23100,2023/8/30,4,6,13,19,35,9,11
23101,2023/9/2,6,14,16,17,28,7,10
23102,2023/9/4,2,4,7,16,33,7,11
23103,2023/9/6,8,11,19,31,32,8,11
23104,2023/9/9,6,15,16,32,33,8,10
23105,2023/9/11,7,8,19,20,25,2,11
23106,2023/9/13,16,24,26,28,31,1,6
23107,2023/9/16,1,12,15,16,18,3,10
23108,2023/9/18,5,6,17,30,32,2,8
23109,2023/9/20,1,12,21,22,31,2,9
23110,2023/9/23,4,9,11,13,17,7,8
23111,2023/9/25,3,12,15,28,35,2,12
23112,2023/9/27,1,11,17,22,27,2,9
23113,2023/9/30,6,8,30,32,33,3,10
23114,2023/10/7,2,25,27,30,35,1,10
23115,2023/10/9,7,10,23,31,34,2,10
23116,2023/10/11,1,3,9,18,29,4,9
23117,2023/10/14,5,7,15,18,20,3,4
23118,2023/10/16,6,7,13,25,33,5,8
23119,2023/10/18,4,8,10,14,21,4,10
23120,2023/10/21,2,8,16,31,34,1,10
23121,2023/10/23,5,11,15,23,33,1,9
23122,2023/10/25,1,7,9,25,29,10,12
23123,2023/10/28,2,14,16,28,30,2,7
23124,2023/10/30,6,18,23,27,32,6,10
23125,2023/11/1,7,25,26,29,32,2,8
23126,2023/11/4,7,12,17,26,34,2,6
23127,2023/11/6,4,7,8,18,19,2,6
23128,2023/11/8,1,5,7,12,13,2,6
23129,2023/11/11,9,23,25,27,33,6,12
23130,2023/11/13,13,20,27,29,30,1,7
23131,2023/11/15,3,7,21,22,24,6,7
23132,2023/11/18,3,4,12,15,23,2,6
23133,2023/11/20,10,18,25,28,33,5,11
23134,2023/11/22,10,15,22,27,33,1,12
23135,2023/11/25,5,18,22,28,29,9,12
23136,2023/11/27,13,23,27,30,34,6,9
23137,2023/11/29,4,19,21,30,31,6,12
23138,2023/12/2,7,12,20,28,31,9,10
23139,2023/12/4,15,16,25,31,34,5,9
23140,2023/12/6,1,2,9,19,30,1,2
23141,2023/12/9,4,22,25,30,31,4,5
23142,2023/12/11,4,13,15,17,32,10,12
23143,2023/12/13,9,20,23,29,33,2,10
23144,2023/12/16,5,14,18,25,35,1,10
23145,2023/12/18,6,10,12,32,33,6,7
23146,2023/12/20,14,18,19,26,31,2,7
23147,2023/12/23,6,7,19,33,34,3,8
23148,2023/12/25,11,12,20,21,27,2,12
23149,2023/12/27,1,16,17,21,29,1,6
23150,2023/12/30,5,6,17,18,33,11,12
24001,2024/1/1,3,9,17,26,35,2,7
24002,2024/1/3,1,6,8,27,32,3,4
24003,2024/1/6,7,9,12,23,29,1,2
24004,2024/1/8,2,6,18,19,27,8,9
24005,2024/1/10,3,5,7,9,12,5,8
24006,2024/1/13,8,13,16,17,33,2,10
24007,2024/1/15,4,5,28,34,35,4,11
24008,2024/1/17,4,6,11,20,30,3,5
24009,2024/1/20,15,18,19,24,26,5,9
24010,2024/1/22,2,8,10,15,27,2,8
24011,2024/1/24,1,3,27,32,34,1,7
24012,2024/1/27,21,22,25,26,34,1,9
24013,2024/1/29,5,22,25,28,30,3,12
24014,2024/1/31,4,5,16,21,31,9,11
24015,2024/2/3,8,11,14,24,31,5,6
24016,2024/2/5,15,18,25,27,29,6,11
24017,2024/2/7,3,7,25,27,35,1,4
24018,2024/2/19,4,12,19,25,27,1,9
24019,2024/2/21,19,20,26,29,30,3,4
24020,2024/2/24,2,4,8,19,26,2,6
24021,2024/2/26,1,12,16,20,28,7,9
24022,2024/2/28,7,9,11,31,32,4,8
24023,2024/3/2,8,10,12,14,22,5,9
24024,2024/3/4,3,5,12,17,26,1,12
24025,2024/3/6,1,2,8,18,27,4,8
24026,2024/3/9,1,18,21,26,33,2,12
24027,2024/3/11,8,9,16,22,23,7,9
24028,2024/3/13,13,18,20,26,28,4,8
24029,2024/3/16,4,19,24,28,34,4,5
24030,2024/3/18,8,9,11,19,30,6,12
24031,2024/3/20,9,12,15,30,34,5,6
24032,2024/3/23,5,15,26,33,35,1,9
24033,2024/3/25,4,8,10,11,15,7,9
24034,2024/3/27,23,26,27,29,33,5,8
24035,2024/3/30,5,13,17,29,33,5,12
24036,2024/4/1,2,5,11,32,34,6,10
24037,2024/4/3,17,19,20,29,35,7,11
24038,2024/4/6,15,22,24,25,29,1,5
24039,2024/4/8,3,10,11,20,22,6,10
24040,2024/4/10,5,12,16,29,30,3,6
24041,2024/4/13,6,8,14,16,28,3,5
24042,2024/4/15,1,8,15,23,35,5,12
24043,2024/4/17,3,4,8,14,27,5,7
24044,2024/4/20,3,13,15,17,22,6,10
24045,2024/4/22,9,10,14,31,32,3,8
24046,2024/4/24,6,12,17,29,30,7,11
24047,2024/4/27,11,19,21,26,35,10,11
24048,2024/4/29,12,18,21,26,28,8,9
24049,2024/5/1,4,6,9,10,22,1,8
24050,2024/5/4,3,4,14,18,26,7,9
24051,2024/5/6,5,21,22,23,29,1,2
24052,2024/5/8,2,3,13,22,34,4,8
24053,2024/5/11,1,7,19,20,35,3,9
24054,2024/5/13,5,6,9,11,22,1,3
24055,2024/5/15,7,17,22,30,34,5,7
24056,2024/5/18,16,17,18,27,35,6,12
24057,2024/5/20,9,25,30,33,34,3,9
24058,2024/5/22,6,10,13,20,32,1,2
24059,2024/5/25,17,18,20,25,31,3,12
24060,2024/5/27,3,21,25,28,30,1,12
24061,2024/5/29,1,12,19,31,33,5,8
24062,2024/6/1,5,14,15,16,33,3,5
24063,2024/6/3,7,12,16,33,34,1,3
24064,2024/6/5,5,12,21,32,33,8,9
24065,2024/6/8,5,10,18,26,27,3,6
24066,2024/6/10,13,19,20,24,25,6,7
24067,2024/6/12,3,11,14,20,22,6,9
24068,2024/6/15,15,20,31,32,33,5,10
24069,2024/6/17,7,9,16,20,24,3,7
24070,2024/6/19,4,20,21,32,34,2,9
24071,2024/6/22,6,10,15,34,35,2,10
24072,2024/6/24,4,17,21,23,32,1,6
24073,2024/6/26,7,9,12,21,23,5,9
24074,2024/6/29,2,10,11,21,27,9,11
24075,2024/7/1,8,17,26,28,32,1,10
24076,2024/7/3,1,6,22,27,35,7,12
24077,2024/7/6,1,3,25,26,29,6,12
24078,2024/7/8,5,7,10,14,15,4,7
24079,2024/7/10,3,8,17,18,23,6,11
24080,2024/7/13,3,5,24,27,28,9,11
24081,2024/7/15,14,15,25,27,34,1,10
24082,2024/7/17,8,21,23,24,26,4,5
24083,2024/7/20,9,11,12,13,30,7,9
24084,2024/7/22,4,11,16,17,23,5,10
24085,2024/7/24,2,9,16,29,35,1,6
24086,2024/7/27,11,12,14,22,28,7,11
24087,2024/7/29,7,10,20,28,34,5,10
24088,2024/7/31,1,2,23,28,32,3,5
24089,2024/8/3,5,6,29,30,34,7,8
24090,2024/8/5,2,3,6,28,33,7,11
24091,2024/8/7,1,8,11,17,21,1,2
24092,2024/8/10,2,4,25,26,31,1,6
24093,2024/8/12,16,24,26,28,29,8,12
24094,2024/8/14,12,13,24,29,31,2,8
24095,2024/8/17,1,7,19,26,27,3,5
24096,2024/8/19,2,3,23,27,31,1,10
24097,2024/8/21,7,11,12,14,19,2,8
24098,2024/8/24,3,10,15,19,29,9,10
24099,2024/8/26,4,10,24,31,35,5,8
24100,2024/8/28,2,12,19,22,32,5,11
24101,2024/8/31,16,19,22,27,35,6,10
24102,2024/9/2,1,5,9,14,20,5,11
24103,2024/9/4,19,21,29,32,33,6,8
24104,2024/9/7,1,4,9,13,17,6,9
24105,2024/9/9,14,20,21,28,32,9,11
24106,2024/9/11,5,11,19,22,29,2,12
24107,2024/9/14,6,14,16,18,34,3,10
24108,2024/9/16,16,17,21,31,34,3,8
24109,2024/9/18,12,23,26,27,28,3,11
24110,2024/9/21,1,7,8,18,28,4,12
24111,2024/9/23,3,9,19,27,30,7,11
24112,2024/9/25,5,15,24,31,34,3,10
24113,2024/9/28,16,18,25,26,33,4,8
24114,2024/9/30,12,27,30,34,35,5,11
24115,2024/10/5,3,4,12,19,24,8,12
24116,2024/10/7,1,3,6,16,25,1,11
24117,2024/10/9,2,10,22,26,28,2,4
24118,2024/10/12,1,3,9,16,19,5,11
24119,2024/10/14,6,12,28,30,33,2,7
24120,2024/10/16,4,12,17,23,27,2,8
24121,2024/10/19,7,15,18,24,33,4,5
24122,2024/10/21,5,6,9,15,17,3,10
24123,2024/10/23,3,9,16,30,31,8,9
24124,2024/10/26,2,3,7,10,25,1,11
24125,2024/10/28,10,14,19,24,26,1,10
24126,2024/10/30,2,10,17,28,34,7,8
24127,2024/11/2,2,3,10,16,28,7,10
24128,2024/11/4,3,7,10,29,31,1,3
24129,2024/11/6,7,19,30,31,34,5,7
24130,2024/11/9,11,21,25,31,32,4,10
24131,2024/11/11,2,3,4,21,26,2,3
24132,2024/11/13,5,6,10,16,31,6,9
24133,2024/11/16,8,10,14,22,29,4,6
24134,2024/11/18,1,4,7,13,33,5,6
24135,2024/11/20,6,8,22,24,30,3,8
24136,2024/11/23,1,17,20,29,34,7,8
24137,2024/11/25,8,15,16,17,21,2,5
24138,2024/11/27,5,17,20,28,34,4,9
24139,2024/11/30,5,12,20,23,24,5,7
24140,2024/12/2,3,6,15,23,31,1,12
24141,2024/12/4,2,6,7,16,20,2,11
24142,2024/12/7,8,21,24,33,34,3,10
24143,2024/12/9,16,20,22,24,31,4,5
24144,2024/12/11,6,7,8,21,30,1,5
24145,2024/12/14,1,6,9,22,24,1,3
24146,2024/12/16,5,20,21,22,32,3,4
24147,2024/12/18,12,18,21,22,31,1,7
24148,2024/12/21,6,9,20,32,35,8,11
24149,2024/12/23,2,5,16,18,22,7,9
24150,2024/12/25,4,11,23,25,34,5,7
24151,2024/12/28,5,12,17,19,35,10,11
24152,2024/12/30,1,2,7,8,31,2,10
25001,2025/1/1,5,8,16,17,27,4,7
25002,2025/1/4,19,21,22,28,32,6,9
25003,2025/1/6,10,25,30,32,34,4,10
25004,2025/1/8,2,5,9,13,33,1,7
25005,2025/1/11,5,6,8,31,32,9,11
25006,2025/1/13,3,4,13,19,35,3,10
25007,2025/1/15,15,22,23,25,31,1,9
25008,2025/1/18,1,5,7,13,35,5,12
25009,2025/1/20,3,19,21,30,32,6,9
25010,2025/1/22,5,21,28,30,32,7,12
25011,2025/1/25,3,6,7,11,27,2,8
25012,2025/2/8,2,18,19,21,25,2,11
25013,2025/2/10,14,16,18,20,35,2,5
25014,2025/2/12,5,19,22,29,35,2,10
25015,2025/2/15,7,10,24,31,35,1,8
25016,2025/2/17,5,7,12,20,29,8,12
25017,2025/2/19,10,12,26,28,31,3,10
25018,2025/2/22,1,7,9,20,28,1,4
25019,2025/2/24,7,8,11,18,23,3,11
25020,2025/2/26,1,9,12,22,29,5,9
25021,2025/3/1,10,18,25,30,35,3,12
25022,2025/3/3,1,11,13,27,29,4,10
25023,2025/3/5,10,20,22,24,25,9,12
25024,2025/3/8,6,12,13,16,23,5,8
25025,2025/3/10,3,6,8,10,25,3,7
25026,2025/3/12,2,3,7,17,30,1,9
25027,2025/3/15,3,6,11,13,20,1,11
25028,2025/3/17,6,8,20,25,29,3,7
25029,2025/3/19,5,9,26,31,33,3,10
25030,2025/3/22,3,9,14,24,28,6,7
25031,2025/3/24,14,18,20,25,35,1,7
25032,2025/3/26,12,22,25,27,28,1,2
25033,2025/3/29,1,2,8,10,33,10,12
25034,2025/3/31,4,15,22,28,33,6,8
25035,2025/4/2,22,25,28,29,30,4,8
25036,2025/4/5,4,7,13,27,30,2,6
25037,2025/4/7,5,20,23,27,31,4,6
25038,2025/4/9,7,8,20,26,34,8,9
25039,2025/4/12,3,7,14,15,19,6,10
25040,2025/4/14,2,8,16,31,32,4,12
25041,2025/4/16,3,4,21,22,27,5,11
25042,2025/4/19,6,8,11,18,20,5,11
25043,2025/4/21,3,16,20,21,27,9,11
25044,2025/4/23,15,17,21,22,26,2,8
25045,2025/4/26,8,11,21,23,27,3,8
25046,2025/4/28,4,10,15,20,34,4,7
25047,2025/4/30,3,10,11,12,21,2,3
25048,2025/5/3,2,6,17,23,35,6,11
25049,2025/5/5,9,20,22,29,34,3,8
25050,2025/5/7,15,18,20,21,34,4,10
25051,2025/5/10,2,4,13,29,31,5,12
25052,2025/5/12,2,4,11,29,30,2,8
25053,2025/5/14,14,23,29,30,33,6,12
25054,2025/5/17,3,12,16,21,29,1,2
25055,2025/5/19,8,10,25,29,30,1,2
25056,2025/5/21,12,15,28,29,32,8,11
25057,2025/5/24,9,10,11,12,29,1,10
25058,2025/5/26,6,11,15,21,23,1,7
25059,2025/5/28,3,9,10,11,26,1,2
25060,2025/5/31,12,14,19,33,34,1,7
25061,2025/6/2,2,11,16,23,28,5,10
25062,2025/6/4,14,20,27,28,29,6,10
25063,2025/6/7,5,18,26,29,32,7,10
25064,2025/6/9,5,10,18,20,34,1,8
25065,2025/6/11,7,25,32,33,35,4,9
25066,2025/6/14,15,18,27,28,34,3,6
25067,2025/6/16,6,10,12,21,22,1,6
25068,2025/6/18,1,4,17,20,22,4,10
25069,2025/6/21,4,6,7,33,34,9,10
25070,2025/6/23,8,9,15,20,22,4,12
25071,2025/6/25,1,8,25,31,33,5,11
25072,2025/6/28,4,7,15,24,29,1,4
25073,2025/6/30,1,4,17,33,34,3,9
25074,2025/7/2,2,11,15,18,21,5,10
25075,2025/7/5,8,12,16,19,35,6,9
25076,2025/7/7,11,18,22,25,29,4,12
25077,2025/7/9,12,14,16,19,28,1,4
25078,2025/7/12,7,10,15,21,24,5,6
25079,2025/7/14,2,14,32,34,35,5,11
25080,2025/7/16,9,10,18,22,24,3,12
25081,2025/7/19,1,4,6,15,18,2,3
25082,2025/7/21,2,3,4,12,26,1,8
25083,2025/7/23,12,17,18,20,34,2,5
25084,2025/7/26,9,11,13,18,29,4,11
25085,2025/7/28,2,5,9,14,33,4,9
25086,2025/7/30,2,6,23,24,33,1,10
25087,2025/8/2,5,13,14,16,20,3,8
25088,2025/8/4,8,9,10,11,35,5,11
25089,2025/8/6,2,11,12,32,34,3,10
25090,2025/8/9,6,14,19,22,27,1,4
25091,2025/8/11,1,19,22,25,27,3,10
25092,2025/8/13,4,10,17,25,32,5,7
25093,2025/8/16,1,7,9,16,30,2,5
25094,2025/8/18,4,9,17,30,33,5,9
25095,2025/8/20,7,13,14,19,27,6,10
25096,2025/8/23,2,11,17,22,24,7,9
25097,2025/8/25,5,24,25,32,34,1,9
25098,2025/8/27,1,7,9,10,23,10,12
25099,2025/8/30,6,12,20,26,31,2,4
25100,2025/9/1,26,28,32,34,35,2,7
25101,2025/9/3,5,7,19,26,32,8,9
25102,2025/9/6,9,10,13,26,28,2,4
25103,2025/9/8,5,8,19,32,34,4,5
25104,2025/9/10,2,6,9,22,34,2,8
25105,2025/9/13,15,16,25,28,34,10,12
25106,2025/9/15,5,6,11,26,29,5,10
25107,2025/9/17,5,7,8,15,33,6,10
25108,2025/9/20,14,18,21,24,29,3,6
25109,2025/9/22,4,8,10,13,26,9,10
25110,2025/9/24,1,15,22,30,31,2,8
25111,2025/9/27,2,9,14,21,26,2,12
25112,2025/9/29,3,4,21,23,24,9,12
